seed,n_robots,w_obs,obs_ref,gamma_rule,variant,align_rmse,pose_rmse,n_delivered,frozen_plus_0.60_5,frozen_plus_0.30_6,matches_frozen_0.60_5,matches_frozen_0.30_6
28,3,0.6,5,deferral_derived,current,0.2795871081600942,0.49328840959983306,24,0.2977016909585575,0.2831869585543888,False,False
28,3,0.6,5,fixed,current,0.5035850464823897,0.629293910756634,22,0.2977016909585575,0.2831869585543888,False,False
28,3,0.6,5,derived,current,0.452675485383353,0.6296191311302902,24,0.2977016909585575,0.2831869585543888,False,False
29,3,0.6,5,deferral_derived,current,0.2532721734130276,0.4225789978368142,24,0.2572726467700759,0.2402847598078238,False,False
29,3,0.6,5,fixed,current,0.4432495114240046,0.8376955828984861,23,0.2572726467700759,0.2402847598078238,False,False
29,3,0.6,5,derived,current,0.24252302473194906,0.459452453273889,24,0.2572726467700759,0.2402847598078238,False,False
30,3,0.6,5,deferral_derived,current,0.24620070159575866,0.596768842322882,24,0.2711989840474075,0.2467393519575827,False,False
30,3,0.6,5,fixed,current,0.571239511685739,0.4642256017127394,23,0.2711989840474075,0.2467393519575827,False,False
30,3,0.6,5,derived,current,0.5694875472980852,0.4881844513203459,24,0.2711989840474075,0.2467393519575827,False,False
31,3,0.6,5,deferral_derived,current,0.14635478274525562,0.22776403347552965,24,0.1463547827452556,0.1466462160100879,True,False
31,3,0.6,5,fixed,current,0.189536230304617,0.29256517917851316,22,0.1463547827452556,0.1466462160100879,False,False
31,3,0.6,5,derived,current,0.1893959152996402,0.2538607960143093,24,0.1463547827452556,0.1466462160100879,False,False
32,3,0.6,5,deferral_derived,current,0.24030781739251256,0.3668609493309795,24,0.2278554871244542,0.2356446947237996,False,False
32,3,0.6,5,fixed,current,0.21595941138826602,0.2694671733060226,22,0.2278554871244542,0.2356446947237996,False,False
32,3,0.6,5,derived,current,0.20870493238583682,0.247450863269381,24,0.2278554871244542,0.2356446947237996,False,False
33,3,0.6,5,deferral_derived,current,0.24406560929297094,0.41690254209280775,24,0.2164927620165356,0.2077922577399628,False,False
33,3,0.6,5,fixed,current,0.20746687925918625,0.22072916615554852,22,0.2164927620165356,0.2077922577399628,False,False
33,3,0.6,5,derived,current,0.1937920563866327,0.23227789533717938,24,0.2164927620165356,0.2077922577399628,False,False
34,3,0.6,5,deferral_derived,current,0.21482552245480935,0.3727682913726984,24,0.2311379051597688,0.2686944451607218,False,False
34,3,0.6,5,fixed,current,0.22241306479793227,0.43496625150197465,23,0.2311379051597688,0.2686944451607218,False,False
34,3,0.6,5,derived,current,0.21275539269738725,0.45127563679170146,24,0.2311379051597688,0.2686944451607218,False,False
35,3,0.6,5,deferral_derived,current,0.2633484422831203,0.32949272290764936,24,0.2019204648569642,0.2607841937637202,False,False
35,3,0.6,5,fixed,current,0.7185860128223183,0.36458288305922953,23,0.2019204648569642,0.2607841937637202,False,False
35,3,0.6,5,derived,current,0.2946269495011228,0.3478888128062454,24,0.2019204648569642,0.2607841937637202,False,False
36,3,0.6,5,deferral_derived,current,0.3058967904265065,0.2715295618144818,24,0.3039748469499821,0.3062677012548873,False,False
36,3,0.6,5,fixed,current,0.22197590669818285,0.34799302890336337,23,0.3039748469499821,0.3062677012548873,False,False
36,3,0.6,5,derived,current,0.29466866910052747,0.3400291904324077,24,0.3039748469499821,0.3062677012548873,False,False
37,3,0.6,5,deferral_derived,current,0.25012069473675824,0.48341004235719015,24,0.2153985475109101,0.2414831957008835,False,False
37,3,0.6,5,fixed,current,0.49673657000176813,0.481244831365218,24,0.2153985475109101,0.2414831957008835,False,False
37,3,0.6,5,derived,current,0.2983437740757782,0.3783292412613594,24,0.2153985475109101,0.2414831957008835,False,False
38,3,0.6,5,deferral_derived,current,0.18717308271324842,0.557621192758122,24,0.1769385423361411,0.1871730827132484,False,True
38,3,0.6,5,fixed,current,0.2370810825991903,0.641646563108832,23,0.1769385423361411,0.1871730827132484,False,False
38,3,0.6,5,derived,current,0.19481809462297836,0.5327485613167289,24,0.1769385423361411,0.1871730827132484,False,False
39,3,0.6,5,deferral_derived,current,0.15953914337289674,0.17798263546888593,24,0.1322603109500704,0.1547957056128192,False,False
39,3,0.6,5,fixed,current,0.19447024691039103,0.18129162391018527,23,0.1322603109500704,0.1547957056128192,False,False
39,3,0.6,5,derived,current,0.20308274112942595,0.14210161967141713,24,0.1322603109500704,0.1547957056128192,False,False
